state_long;state_short;year;gdp_growth;ln_income_per_capita;ln_expenditures_per_capita;unemployment_rate;hpi_growth;gdp_construction_growth;gross_operating_surplus_growth;inflation_rate;DJIA_growth
Texas;TX;2010;6.4870;10.5690;10.3279;8.30;-1.43;-6.7687;10.9665;1.640;11.020
Texas;TX;2011;7.6546;10.6440;10.3707;8.00;-1.43;2.2337;10.4377;3.157;5.530
Texas;TX;2012;5.7562;10.6890;10.4012;6.70;0.92;11.6407;4.4460;2.069;7.260
Texas;TX;2013;6.7987;10.7011;10.4288;6.30;4.13;7.0466;9.7623;1.465;26.500
Texas;TX;2014;4.2832;10.7525;10.4691;5.20;7.65;10.5321;1.1375;1.622;7.520
Texas;TX;2015;-0.3889;10.7529;10.4926;4.50;6.72;7.7393;-6.6142;0.119;-2.230
Texas;TX;2016;-0.1894;10.7335;10.5120;4.60;6.97;5.1550;-2.4492;1.262;13.420
Texas;TX;2017;5.3274;10.7898;10.5472;4.40;7.04;3.5146;5.8624;2.130;25.080
Texas;TX;2018;8.4396;10.8463;10.5829;3.90;6.07;2.3324;10.8345;2.443;-5.630
Texas;TX;2019;3.1441;10.8831;10.6104;3.50;4.57;7.8557;0.0135;1.812;22.340
Texas;TX;2020;-3.3637;10.9114;10.6033;7.70;3.25;0.2443;0.0502;1.234;7.250
Texas;TX;2021;15.9160;11.0053;10.7281;5.60;12.52;3.3914;23.1274;4.698;18.730
Texas;TX;2022;16.6566;11.0479;10.8131;3.90;18.46;12.6315;18.9721;8.003;-8.780
Texas;TX;2023;6.0298;11.0939;10.8647;4.00;4.58;10.9972;5.7007;4.116;13.700
Utah;UT;1999;5.9663;10.0430;9.8508;3.50;1.36;8.4901;5.7337;2.188;25.220
Utah;UT;2000;6.5116;10.0925;9.9048;3.30;1.60;2.5537;4.9407;3.377;-6.170
Utah;UT;2001;4.2626;10.1213;9.9324;4.40;3.33;-1.8157;3.8833;2.826;-7.100
Utah;UT;2002;4.4452;10.1333;9.9628;5.70;0.79;-3.5401;8.8387;1.586;-16.760
Utah;UT;2003;4.2146;10.1562;9.9999;5.60;0.37;5.0046;5.7206;2.270;25.320
Utah;UT;2004;9.1341;10.2029;10.0604;5.00;2.72;14.8318;11.3154;2.677;3.150
Utah;UT;2005;10.0791;10.2664;10.1159;4.00;9.97;18.8899;14.1504;3.393;-0.610
Utah;UT;2006;11.8049;10.3452;10.1708;2.80;16.00;22.2871;14.0934;3.226;16.290
Utah;UT;2007;7.8601;10.4020;10.2203;2.60;11.55;16.0820;7.4235;2.853;6.430
Utah;UT;2008;1.5354;10.4277;10.2331;3.30;-0.64;-12.1521;-0.0820;3.839;-33.840
Utah;UT;2009;-2.6630;10.3671;10.1948;7.60;-8.59;-22.5574;-1.6057;-0.356;18.820
Utah;UT;2010;3.9193;10.3746;10.2005;8.30;-7.47;-5.9223;7.8268;1.640;11.020
Utah;UT;2011;5.7834;10.4346;10.2318;7.20;-5.47;-0.0459;5.9374;3.157;5.530
Utah;UT;2012;3.4311;10.4807;10.2653;4.80;0.93;18.8616;0.8000;2.069;7.260
Utah;UT;2013;4.5684;10.4941;10.2890;4.20;6.48;9.5546;4.0992;1.465;26.500
Utah;UT;2014;5.3814;10.5353;10.3322;3.60;6.81;16.3543;6.3711;1.622;7.520
Utah;UT;2015;5.0021;10.5937;10.3627;3.50;4.80;14.0443;3.7793;0.119;-2.230
Utah;UT;2016;6.3891;10.6285;10.4045;3.30;7.48;13.3054;7.0226;1.262;13.420
Utah;UT;2017;7.9987;10.6697;10.4462;3.10;8.80;11.8240;9.9650;2.130;25.080
Utah;UT;2018;8.5606;10.7247;10.4988;2.90;9.01;9.3062;9.9950;2.443;-5.630
Utah;UT;2019;7.7656;10.7823;10.5387;2.50;7.50;11.3055;9.1590;1.812;22.340
Utah;UT;2020;2.1537;10.8540;10.5501;4.80;5.45;13.7272;5.1474;1.234;7.250
Utah;UT;2021;13.0874;10.9713;10.6896;2.80;18.86;10.1838;13.5876;4.698;18.730
Utah;UT;2022;12.2629;11.0122;10.7905;2.40;20.14;15.7249;11.1852;8.003;-8.780
Utah;UT;2023;7.7556;11.0619;10.8401;2.70;0.68;9.1428;8.9142;4.116;13.700
Vermont;VT;1999;6.8967;10.2036;10.0832;3.10;3.96;15.1557;7.9841;2.188;25.220
Vermont;VT;2000;6.8040;10.2751;10.1480;2.80;8.68;13.7545;6.2055;3.377;-6.170
Vermont;VT;2001;5.2680;10.3321;10.2011;3.20;6.56;11.0944;4.2992;2.826;-7.100
Vermont;VT;2002;4.7074;10.3480;10.2422;3.90;6.03;1.8992;7.1235;1.586;-16.760
Vermont;VT;2003;4.9795;10.3823;10.2952;4.30;5.35;3.1951;4.7022;2.270;25.320
Vermont;VT;2004;7.4201;10.4328;10.3514;3.60;12.81;12.7915;10.1163;2.677;3.150
Vermont;VT;2005;3.3790;10.4508;10.4060;3.50;14.45;3.5985;0.7283;3.393;-0.610
Vermont;VT;2006;3.1313;10.5080;10.4471;3.70;7.97;3.7452;2.6512;3.226;16.290
Vermont;VT;2007;2.1141;10.5609;10.4862;3.90;2.06;-3.2498;-2.5194;2.853;6.430
Vermont;VT;2008;4.4563;10.6158;10.5180;4.50;-0.29;-10.0432;9.0678;3.839;-33.840
Vermont;VT;2009;0.3045;10.6055;10.5174;6.50;-3.27;0.3386;5.0656;-0.356;18.820
Vermont;VT;2010;4.7990;10.6332;10.5485;6.20;-1.89;-1.3217;9.5250;1.640;11.020
Vermont;VT;2011;3.9311;10.6863;10.5930;5.40;-1.03;3.2868;3.6185;3.157;5.530
Vermont;VT;2012;2.6861;10.7113;10.6157;4.80;-0.71;1.1496;1.9280;2.069;7.260
Vermont;VT;2013;0.5183;10.7210;10.6325;4.40;-0.38;-2.6459;-5.0663;1.465;26.500
Vermont;VT;2014;2.9914;10.7556;10.6636;3.90;0.25;-0.1681;4.4950;1.622;7.520
Vermont;VT;2015;2.6120;10.7814;10.6744;3.50;1.42;2.4792;-0.2199;0.119;-2.230
Vermont;VT;2016;2.2079;10.7960;10.6840;3.10;1.15;5.5231;2.4929;1.262;13.420
Vermont;VT;2017;2.3524;10.8200;10.7119;2.90;2.75;3.4173;0.9243;2.130;25.080
Vermont;VT;2018;2.7414;10.8530;10.7633;2.50;3.16;0.1255;1.5853;2.443;-5.630
Vermont;VT;2019;3.8160;10.9019;10.7837;2.10;3.78;3.5508;5.3094;1.812;22.340
Vermont;VT;2020;-0.9937;10.9705;10.7639;5.60;3.42;-2.7594;5.7596;1.234;7.250
Vermont;VT;2021;8.7866;11.0155;10.8480;3.60;12.30;8.0070;9.3023;4.698;18.730
Vermont;VT;2022;9.5430;11.0592;10.9272;2.40;16.19;9.9408;7.0690;8.003;-8.780
Vermont;VT;2023;6.1500;11.1095;10.9846;1.90;12.77;10.0273;7.8612;4.116;13.700
Virginia;VA;1999;7.5682;10.3279;10.0538;2.70;4.27;10.1415;7.8759;2.188;25.220
Virginia;VA;2000;7.3699;10.3930;10.1175;2.30;8.23;15.3316;4.3288;3.377;-6.170
Virginia;VA;2001;6.3493;10.4323;10.1538;3.20;8.14;8.7648;8.5842;2.826;-7.100
Virginia;VA;2002;3.2436;10.4486;10.1941;4.20;7.76;2.4330;4.4322;1.586;-16.760
Virginia;VA;2003;5.4806;10.4955;10.2440;4.10;5.73;8.8421;4.3649;2.270;25.320
Virginia;VA;2004;6.6613;10.5475;10.3052;3.70;14.17;18.1750;4.9734;2.677;3.150
Virginia;VA;2005;7.7185;10.5973;10.3661;3.50;20.10;11.4395;8.9946;3.393;-0.610
Virginia;VA;2006;5.3164;10.6493;10.4123;3.10;10.33;3.1157;6.9143;3.226;16.290
Virginia;VA;2007;4.0289;10.6924;10.4530;3.10;1.62;-3.1173;1.9103;2.853;6.430
Virginia;VA;2008;2.6972;10.7229;10.4783;4.10;-4.64;-11.2166;2.9152;3.839;-33.840
Virginia;VA;2009;1.9339;10.6940;10.4579;6.80;-6.73;-13.8458;3.5530;-0.356;18.820
Virginia;VA;2010;3.7946;10.7242;10.4867;6.80;-4.33;-5.8034;6.7505;1.640;11.020
Virginia;VA;2011;1.9255;10.7698;10.5121;6.30;-2.93;4.0659;1.6851;3.157;5.530
Virginia;VA;2012;2.6113;10.8006;10.5300;5.80;-1.21;9.9821;2.2769;2.069;7.260
Virginia;VA;2013;2.6748;10.7830;10.5436;5.50;1.23;7.3217;3.8092;1.465;26.500
Virginia;VA;2014;1.9019;10.8150;10.5663;5.10;3.06;4.6717;0.7944;1.622;7.520
Virginia;VA;2015;4.2825;10.8516;10.5812;4.40;2.44;8.8731;4.1964;0.119;-2.230
Virginia;VA;2016;2.7787;10.8715;10.6007;4.00;2.22;6.0115;3.1424;1.262;13.420
Virginia;VA;2017;3.2332;10.9037;10.6235;3.60;3.17;7.6527;2.0303;2.130;25.080
Virginia;VA;2018;4.2687;10.9354;10.6606;3.00;3.64;3.5020;4.9048;2.443;-5.630
Virginia;VA;2019;4.5691;10.9744;10.6853;2.80;3.92;7.6396;4.6279;1.812;22.340
Virginia;VA;2020;0.6703;11.0252;10.6685;6.50;3.30;4.5582;4.3230;1.234;7.250
Virginia;VA;2021;8.9338;11.1120;10.7841;3.80;9.54;5.5498;9.5912;4.698;18.730
Virginia;VA;2022;8.2303;11.1516;10.8678;2.70;14.02;11.0735;5.5636;8.003;-8.780
Virginia;VA;2023;7.9821;11.2075;10.9291;2.70;7.78;10.1968;10.6130;4.116;13.700
Washington;WA;1999;9.7773;10.3348;10.0937;4.80;4.58;10.7432;11.9533;2.188;25.220
Washington;WA;2000;3.4462;10.3902;10.1568;5.10;6.40;7.9650;-0.6213;3.377;-6.170
Washington;WA;2001;0.1617;10.4038;10.1745;6.10;5.29;-2.2470;-1.1745;2.826;-7.100
Washington;WA;2002;3.2153;10.4110;10.1997;7.20;3.69;-1.7730;6.7848;1.586;-16.760
Washington;WA;2003;3.7009;10.4419;10.2462;7.30;2.66;6.1420;3.9708;2.270;25.320
Washington;WA;2004;4.9873;10.4998;10.2988;6.30;9.04;11.1873;3.7617;2.677;3.150
Washington;WA;2005;9.7142;10.5241;10.3504;5.60;16.73;16.8402;15.8553;3.393;-0.610
Washington;WA;2006;7.0854;10.5902;10.4017;5.00;15.54;12.4704;6.9058;3.226;16.290
Washington;WA;2007;8.7595;10.6578;10.4455;4.60;6.65;14.7902;11.2229;2.853;6.430
Washington;WA;2008;3.1455;10.6942;10.4744;5.20;-1.92;-6.5586;2.7332;3.839;-33.840
Washington;WA;2009;-0.7136;10.6378;10.4469;9.10;-9.65;-20.9093;3.2643;-0.356;18.820
Washington;WA;2010;3.8860;10.6532;10.4666;10.00;-7.78;-12.0792;5.9720;1.640;11.020
Washington;WA;2011;3.8440;10.6983;10.4989;9.40;-6.59;-6.1530;3.8189;3.157;5.530
Washington;WA;2012;5.5202;10.7590;10.5238;8.50;-2.49;10.7857;5.5102;2.069;7.260
Washington;WA;2013;4.6605;10.7674;10.5509;6.70;4.77;15.4280;5.2675;1.465;26.500
Washington;WA;2014;5.4991;10.8249;10.5860;5.90;8.00;12.3427;4.9849;1.622;7.520
Washington;WA;2015;6.3065;10.8668;10.6128;5.50;7.30;11.0420;8.0724;0.119;-2.230
Washington;WA;2016;4.7477;10.9022;10.6438;5.20;10.76;13.3811;2.9282;1.262;13.420
Washington;WA;2017;7.6317;10.9473;10.6858;4.70;10.15;12.1189;8.3330;2.130;25.080
Washington;WA;2018;8.1887;10.9992;10.7324;4.40;9.16;12.1003;7.7904;2.443;-5.630
Washington;WA;2019;6.7163;11.0577;10.7639;4.20;5.73;5.5024;6.6176;1.812;22.340
Washington;WA;2020;1.8877;11.1216;10.7412;8.70;5.10;1.0215;6.5203;1.234;7.250
Washington;WA;2021;10.8960;11.2068;10.8660;5.20;14.55;7.5158;10.0655;4.698;18.730
Washington;WA;2022;8.0278;11.2329;10.9526;4.10;17.13;9.2359;4.8808;8.003;-8.780
Washington;WA;2023;8.7433;11.2957;11.0109;4.20;1.20;7.0004;10.6133;4.116;13.700
West Virginia;WV;1999;4.1812;9.9531;9.8160;6.50;1.86;1.9075;4.5484;2.188;25.220
West Virginia;WV;2000;1.6177;10.0112;9.8731;5.60;2.65;6.8288;-3.3504;3.377;-6.170
West Virginia;WV;2001;3.4828;10.0745;9.9139;5.30;3.78;5.9744;2.5274;2.826;-7.100
West Virginia;WV;2002;3.4515;10.1067;9.9523;6.10;2.26;-8.0493;6.2549;1.586;-16.760
West Virginia;WV;2003;3.5132;10.1188;9.9918;6.10;1.93;4.5365;4.3251;2.270;25.320
West Virginia;WV;2004;5.5801;10.1514;10.0475;5.40;5.68;16.6535;6.6686;2.677;3.150
West Virginia;WV;2005;7.9180;10.1975;10.0965;5.10;9.48;13.2254;13.4563;3.393;-0.610
West Virginia;WV;2006;6.2991;10.2586;10.1361;4.80;5.45;11.5133;7.1415;3.226;16.290
West Virginia;WV;2007;3.9793;10.2936;10.1750;4.50;1.62;2.7249;5.4417;2.853;6.430
West Virginia;WV;2008;5.8814;10.3576;10.2134;4.50;-0.66;4.7038;7.4312;3.839;-33.840
West Virginia;WV;2009;1.6853;10.3626;10.2265;8.00;-3.10;-2.3774;5.5788;-0.356;18.820
West Virginia;WV;2010;3.3109;10.3934;10.2653;8.40;-1.85;0.2585;3.9438;1.640;11.020
West Virginia;WV;2011;4.8476;10.4484;10.3089;7.70;-1.73;2.9650;4.3737;3.157;5.530
West Virginia;WV;2012;1.3486;10.4697;10.3342;7.20;-0.69;16.4805;-1.7697;2.069;7.260
West Virginia;WV;2013;2.0703;10.4658;10.3548;6.70;1.48;-2.3279;4.2562;1.465;26.500
West Virginia;WV;2014;1.7893;10.4980;10.3784;6.50;2.63;0.6690;2.7379;1.622;7.520
West Virginia;WV;2015;-1.8198;10.5205;10.4080;6.50;1.75;-1.7117;-5.0475;0.119;-2.230
West Virginia;WV;2016;-0.6477;10.5207;10.4428;6.10;1.82;-8.3094;1.5176;1.262;13.420
West Virginia;WV;2017;5.5068;10.5672;10.4666;5.20;1.12;10.2691;6.8397;2.130;25.080
West Virginia;WV;2018;6.1484;10.6214;10.5108;5.10;2.43;42.0420;4.3210;2.443;-5.630
West Virginia;WV;2019;0.5616;10.6600;10.5371;4.90;2.01;-16.1738;0.3849;1.812;22.340
West Virginia;WV;2020;-3.5038;10.7115;10.5309;8.30;2.42;-18.9516;2.5326;1.234;7.250
West Virginia;WV;2021;11.7777;10.7953;10.6317;5.10;7.91;2.5768;17.5007;4.698;18.730
West Virginia;WV;2022;13.5638;10.8224;10.7139;3.90;10.56;3.2285;17.7651;8.003;-8.780
West Virginia;WV;2023;3.9290;10.8745;10.7704;3.90;6.21;13.0769;1.0439;4.116;13.700
Wisconsin;WI;1999;6.0771;10.2361;9.9907;3.10;4.57;8.6309;6.2320;2.188;25.220
Wisconsin;WI;2000;4.5999;10.2919;10.0534;3.40;6.54;8.3668;2.9513;3.377;-6.170
Wisconsin;WI;2001;4.3010;10.3357;10.0910;4.40;5.19;5.6122;4.7334;2.826;-7.100
Wisconsin;WI;2002;3.6460;10.3548;10.1241;5.30;3.88;0.9062;4.4813;1.586;-16.760
Wisconsin;WI;2003;4.2306;10.3761;10.1729;5.60;3.33;5.6405;5.3558;2.270;25.320
Wisconsin;WI;2004;6.1607;10.4139;10.2250;5.00;7.55;8.7398;7.4365;2.677;3.150
Wisconsin;WI;2005;4.8838;10.4405;10.2718;4.70;8.30;5.0711;8.0736;3.393;-0.610
Wisconsin;WI;2006;4.6860;10.4926;10.3155;4.70;3.54;0.0350;5.2461;3.226;16.290
Wisconsin;WI;2007;3.4793;10.5327;10.3472;4.80;1.08;2.6094;3.0221;2.853;6.430
Wisconsin;WI;2008;0.2666;10.5676;10.3721;4.90;-1.27;-4.9120;-4.0601;3.839;-33.840
Wisconsin;WI;2009;-0.0686;10.5490;10.3571;8.80;-3.85;-8.7013;4.6657;-0.356;18.820
Wisconsin;WI;2010;3.9930;10.5725;10.3879;8.40;-4.18;-9.4478;9.4070;1.640;11.020
Wisconsin;WI;2011;3.6245;10.6230;10.4203;7.50;-3.25;-1.6391;2.5759;3.157;5.530
Wisconsin;WI;2012;4.0722;10.6605;10.4350;6.90;-1.72;7.2268;5.4958;2.069;7.260
Wisconsin;WI;2013;2.7287;10.6616;10.4553;6.70;-0.21;8.5327;2.4802;1.465;26.500
Wisconsin;WI;2014;4.3618;10.6955;10.4860;5.30;1.65;8.3962;6.8842;1.622;7.520
Wisconsin;WI;2015;4.0972;10.7348;10.5086;4.40;2.84;9.5607;5.3283;0.119;-2.230
Wisconsin;WI;2016;2.3079;10.7492;10.5341;3.90;4.02;6.5812;2.2889;1.262;13.420
Wisconsin;WI;2017;2.0502;10.7854;10.5726;3.30;5.09;7.5269;-0.2399;2.130;25.080
Wisconsin;WI;2018;4.1187;10.8301;10.6073;3.00;5.53;6.2720;3.0888;2.443;-5.630
Wisconsin;WI;2019;3.5096;10.8661;10.6335;3.20;4.86;6.3123;4.6546;1.812;22.340
Wisconsin;WI;2020;-1.0477;10.9228;10.6090;6.40;2.61;1.9696;4.5808;1.234;7.250
Wisconsin;WI;2021;7.4600;11.0096;10.7296;3.80;10.03;5.1335;6.9173;4.698;18.730
Wisconsin;WI;2022;8.6047;11.0325;10.8184;2.80;14.68;9.0640;5.3390;8.003;-8.780
Wisconsin;WI;2023;6.9456;11.0785;10.8703;2.80;10.38;10.5202;9.9701;4.116;13.700
Wyoming;WY;1999;5.7472;10.2184;9.9789;4.70;2.37;15.3265;5.7447;2.188;25.220
Wyoming;WY;2000;9.3588;10.2896;10.0423;3.80;4.94;10.2244;11.2522;3.377;-6.170
Wyoming;WY;2001;9.2575;10.3487;10.0803;3.90;5.64;10.1339;13.1030;2.826;-7.100
Wyoming;WY;2002;2.2362;10.3675;10.1112;4.10;5.56;4.5622;-1.8881;1.586;-16.760
Wyoming;WY;2003;10.6373;10.4235;10.1665;4.30;4.88;1.3752;16.2087;2.270;25.320
Wyoming;WY;2004;10.4679;10.4891;10.2312;3.80;8.84;-0.0081;13.9326;2.677;3.150
Wyoming;WY;2005;17.5595;10.5689;10.2977;3.60;11.69;13.5912;27.4943;3.393;-0.610
Wyoming;WY;2006;18.7503;10.6875;10.3593;3.10;12.64;21.5271;21.1781;3.226;16.290
Wyoming;WY;2007;12.9101;10.7284;10.4207;2.70;9.35;19.2114;15.4394;2.853;6.430
Wyoming;WY;2008;15.6634;10.8087;10.4388;3.00;1.90;10.7223;23.1946;3.839;-33.840
Wyoming;WY;2009;-15.0192;10.7032;10.4189;6.30;-2.55;-11.8690;-22.9029;-0.356;18.820
Wyoming;WY;2010;3.5425;10.7449;10.4343;6.90;-3.64;-3.1531;5.6888;1.640;11.020
Wyoming;WY;2011;5.4505;10.8323;10.4870;6.10;-1.63;-5.4627;5.3057;3.157;5.530
Wyoming;WY;2012;-2.3622;10.8892;10.5154;5.40;1.02;11.8917;-8.4770;2.069;7.260
Wyoming;WY;2013;1.7743;10.8749;10.5380;4.70;2.17;3.9370;0.3783;1.465;26.500
Wyoming;WY;2014;3.0694;10.9376;10.5856;4.40;3.55;10.1639;3.6940;1.622;7.520
Wyoming;WY;2015;-4.8038;10.9352;10.5879;4.20;2.91;-3.1426;-9.8946;0.119;-2.230
Wyoming;WY;2016;-6.5215;10.8859;10.6078;5.30;1.89;-8.2064;-7.9647;1.262;13.420
Wyoming;WY;2017;4.1943;10.9398;10.6328;4.30;1.59;-6.6255;8.6829;2.130;25.080
Wyoming;WY;2018;5.3009;10.9886;10.6664;4.10;3.47;5.1797;6.0955;2.443;-5.630
Wyoming;WY;2019;1.0476;11.0325;10.6900;3.70;4.36;19.3303;-1.5032;1.812;22.340
Wyoming;WY;2020;-8.2936;11.0836;10.7012;5.90;3.81;-3.5138;-6.4480;1.234;7.250
Wyoming;WY;2021;15.2807;11.1699;10.8056;4.50;9.47;1.8294;23.9708;4.698;18.730
Wyoming;WY;2022;17.6362;11.2437;10.8943;3.40;14.60;6.2440;21.7593;8.003;-8.780
Wyoming;WY;2023;4.4351;11.3135;10.9498;2.90;5.45;13.1179;4.1371;4.116;13.700
